id,user_id,age,consent_commercial,consent_research,created_at_in_epoch,created_at,current_language,described_identity,first_language,gender,phone_model,id,user_id_num,audio_id,string_id,affect,last_modified,phone_position,id,audio_id,chunk_name,script,file_location,file_name,shout_level
153,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,25-39,t,t,1655662905,"Sun, 19 Jun 2022 18:21:45 +0000",English,,English,Woman,Iphone,669,153,shout_data_0144184a-7445-4c93-8bef-d24273d8bd26.wav,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,fear,"Tue, 02 Aug 2022 04:11:15 +0000",Place phone 1-2 meters away face down on a hard surface 9/19,23390,669,/final/chunk11.wav,zebra cats walking on lamps,shout-data\shout-data\shout_data_0144184a-7445-4c93-8bef-d24273d8bd26\final\chunk11.wav,/media/data/shout-data/shout_data_0144184a-7445-4c93-8bef-d24273d8bd26.wav,shout 
153,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,25-39,t,t,1655662905,"Sun, 19 Jun 2022 18:21:45 +0000",English,,English,Woman,Iphone,669,153,shout_data_0144184a-7445-4c93-8bef-d24273d8bd26.wav,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,fear,"Tue, 02 Aug 2022 04:11:15 +0000",Place phone 1-2 meters away face down on a hard surface 9/19,23393,669,/final/chunk31.wav,zebra cats walking on lamps,shout-data\shout-data\shout_data_0144184a-7445-4c93-8bef-d24273d8bd26\final\chunk31.wav,/media/data/shout-data/shout_data_0144184a-7445-4c93-8bef-d24273d8bd26.wav,no-shout
153,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,25-39,t,t,1655662905,"Sun, 19 Jun 2022 18:21:45 +0000",English,,English,Woman,Iphone,669,153,shout_data_0144184a-7445-4c93-8bef-d24273d8bd26.wav,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,fear,"Tue, 02 Aug 2022 04:11:15 +0000",Place phone 1-2 meters away face down on a hard surface 9/19,23395,669,/final/chunk50.wav,zebra cats walking on lamps,shout-data\shout-data\shout_data_0144184a-7445-4c93-8bef-d24273d8bd26\final\chunk50.wav,/media/data/shout-data/shout_data_0144184a-7445-4c93-8bef-d24273d8bd26.wav,no-shout
129,user_efe48b66-95ef-4586-b7b3-243fd6293b07,18-24,t,t,1655501600,"Fri, 17 Jun 2022 21:33:20 +0000",English,,English,Woman,iPhone 11,1008,129,shout_data_0164bbe9-ac5c-4aaf-8b01-2e2c1b570286.wav,user_efe48b66-95ef-4586-b7b3-243fd6293b07,neutral,"Tue, 02 Aug 2022 04:11:16 +0000",Place phone on the opposite side of the room face down on a hard surface 13/19,22494,1008,/final/chunk01.wav,banana and mustard sandwiches,shout-data\shout-data\shout_data_0164bbe9-ac5c-4aaf-8b01-2e2c1b570286\final\chunk01.wav,/media/data/shout-data/shout_data_0164bbe9-ac5c-4aaf-8b01-2e2c1b570286.wav,no-shout
129,user_efe48b66-95ef-4586-b7b3-243fd6293b07,18-24,t,t,1655501600,"Fri, 17 Jun 2022 21:33:20 +0000",English,,English,Woman,iPhone 11,1008,129,shout_data_0164bbe9-ac5c-4aaf-8b01-2e2c1b570286.wav,user_efe48b66-95ef-4586-b7b3-243fd6293b07,neutral,"Tue, 02 Aug 2022 04:11:16 +0000",Place phone on the opposite side of the room face down on a hard surface 13/19,22496,1008,/final/chunk11.wav,banana and mustard sandwiches,shout-data\shout-data\shout_data_0164bbe9-ac5c-4aaf-8b01-2e2c1b570286\final\chunk11.wav,/media/data/shout-data/shout_data_0164bbe9-ac5c-4aaf-8b01-2e2c1b570286.wav,shout 
129,user_efe48b66-95ef-4586-b7b3-243fd6293b07,18-24,t,t,1655501600,"Fri, 17 Jun 2022 21:33:20 +0000",English,,English,Woman,iPhone 11,1008,129,shout_data_0164bbe9-ac5c-4aaf-8b01-2e2c1b570286.wav,user_efe48b66-95ef-4586-b7b3-243fd6293b07,neutral,"Tue, 02 Aug 2022 04:11:16 +0000",Place phone on the opposite side of the room face down on a hard surface 13/19,22498,1008,/final/chunk40.wav,banana and mustard sandwiches,shout-data\shout-data\shout_data_0164bbe9-ac5c-4aaf-8b01-2e2c1b570286\final\chunk40.wav,/media/data/shout-data/shout_data_0164bbe9-ac5c-4aaf-8b01-2e2c1b570286.wav,no-shout
153,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,25-39,t,t,1655662905,"Sun, 19 Jun 2022 18:21:45 +0000",English,,English,Woman,Iphone,2698,153,shout_data_01afa134-3b39-497a-ba65-5a63dfe4b682.wav,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,joy,"Tue, 02 Aug 2022 04:11:16 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,28094,2698,/final/chunka.wav,fluffy baseboard yogurt division,shout-data\shout-data\shout_data_01afa134-3b39-497a-ba65-5a63dfe4b682\final\chunka.wav,/media/data/shout-data/shout_data_01afa134-3b39-497a-ba65-5a63dfe4b682.wav,no-shout
153,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,25-39,t,t,1655662905,"Sun, 19 Jun 2022 18:21:45 +0000",English,,English,Woman,Iphone,2698,153,shout_data_01afa134-3b39-497a-ba65-5a63dfe4b682.wav,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,joy,"Tue, 02 Aug 2022 04:11:16 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,28095,2698,/final/chunkb.wav,fluffy baseboard yogurt division,shout-data\shout-data\shout_data_01afa134-3b39-497a-ba65-5a63dfe4b682\final\chunkb.wav,/media/data/shout-data/shout_data_01afa134-3b39-497a-ba65-5a63dfe4b682.wav,no-shout
153,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,25-39,t,t,1655662905,"Sun, 19 Jun 2022 18:21:45 +0000",English,,English,Woman,Iphone,2698,153,shout_data_01afa134-3b39-497a-ba65-5a63dfe4b682.wav,user_6be9b3dc-3ba7-4078-a443-181248b99a4f,joy,"Tue, 02 Aug 2022 04:11:16 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,28096,2698,/final/chunkc.wav,fluffy baseboard yogurt division,shout-data\shout-data\shout_data_01afa134-3b39-497a-ba65-5a63dfe4b682\final\chunkc.wav,/media/data/shout-data/shout_data_01afa134-3b39-497a-ba65-5a63dfe4b682.wav,shout 
120,user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,1649468524,"Sat, 09 Apr 2022 01:42:04 +0000",English,,English,Man,Samsung Z-Fold 2,2701,120,shout_data_01b57476-adf9-43e8-9fef-ff6f03706da9.wav,user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,joy,"Tue, 02 Aug 2022 04:11:17 +0000",Hold your phone next to your face but with the mic/phone facing away from your face 2/19,28097,2701,/final/chunka.wav,birds make new jingles,shout-data\shout-data\shout_data_01b57476-adf9-43e8-9fef-ff6f03706da9\final\chunka.wav,/media/data/shout-data/shout_data_01b57476-adf9-43e8-9fef-ff6f03706da9.wav,no-shout
120,user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,1649468524,"Sat, 09 Apr 2022 01:42:04 +0000",English,,English,Man,Samsung Z-Fold 2,2701,120,shout_data_01b57476-adf9-43e8-9fef-ff6f03706da9.wav,user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,joy,"Tue, 02 Aug 2022 04:11:17 +0000",Hold your phone next to your face but with the mic/phone facing away from your face 2/19,28098,2701,/final/chunkb.wav,birds make new jingles,shout-data\shout-data\shout_data_01b57476-adf9-43e8-9fef-ff6f03706da9\final\chunkb.wav,/media/data/shout-data/shout_data_01b57476-adf9-43e8-9fef-ff6f03706da9.wav,no-shout
120,user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,1649468524,"Sat, 09 Apr 2022 01:42:04 +0000",English,,English,Man,Samsung Z-Fold 2,2701,120,shout_data_01b57476-adf9-43e8-9fef-ff6f03706da9.wav,user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,joy,"Tue, 02 Aug 2022 04:11:17 +0000",Hold your phone next to your face but with the mic/phone facing away from your face 2/19,28099,2701,/final/chunkc.wav,birds make new jingles,shout-data\shout-data\shout_data_01b57476-adf9-43e8-9fef-ff6f03706da9\final\chunkc.wav,/media/data/shout-data/shout_data_01b57476-adf9-43e8-9fef-ff6f03706da9.wav,shout 
76,user_401a5752-3faa-46d1-bcb8-68c0ff4d2a80,25-39,t,t,1649516932,"Sat, 09 Apr 2022 15:08:52 +0000",English,,English,Man,iPhone,2704,76,shout_data_01c2b010-e051-4f96-90df-cd5833e0f027.wav,user_401a5752-3faa-46d1-bcb8-68c0ff4d2a80,fear,"Tue, 02 Aug 2022 04:11:18 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,28100,2704,/final/chunka.wav,the thunder break craze,shout-data\shout-data\shout_data_01c2b010-e051-4f96-90df-cd5833e0f027\final\chunka.wav,/media/data/shout-data/shout_data_01c2b010-e051-4f96-90df-cd5833e0f027.wav,no-shout
76,user_401a5752-3faa-46d1-bcb8-68c0ff4d2a80,25-39,t,t,1649516932,"Sat, 09 Apr 2022 15:08:52 +0000",English,,English,Man,iPhone,2704,76,shout_data_01c2b010-e051-4f96-90df-cd5833e0f027.wav,user_401a5752-3faa-46d1-bcb8-68c0ff4d2a80,fear,"Tue, 02 Aug 2022 04:11:18 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,28101,2704,/final/chunkb.wav,the thunder break craze,shout-data\shout-data\shout_data_01c2b010-e051-4f96-90df-cd5833e0f027\final\chunkb.wav,/media/data/shout-data/shout_data_01c2b010-e051-4f96-90df-cd5833e0f027.wav,shout 
76,user_401a5752-3faa-46d1-bcb8-68c0ff4d2a80,25-39,t,t,1649516932,"Sat, 09 Apr 2022 15:08:52 +0000",English,,English,Man,iPhone,2704,76,shout_data_01c2b010-e051-4f96-90df-cd5833e0f027.wav,user_401a5752-3faa-46d1-bcb8-68c0ff4d2a80,fear,"Tue, 02 Aug 2022 04:11:18 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,28102,2704,/final/chunkc.wav,the thunder break craze,shout-data\shout-data\shout_data_01c2b010-e051-4f96-90df-cd5833e0f027\final\chunkc.wav,/media/data/shout-data/shout_data_01c2b010-e051-4f96-90df-cd5833e0f027.wav,shout 
60,user_cf7ad049-aa6e-4129-b467-71899542f4d8,18-24,t,t,1646707287,"Tue, 08 Mar 2022 02:41:27 +0000",English,,Swahili,Man,Samsung A52,2707,60,shout_data_02239c29-ec7f-4b0f-b3fa-0c3cac90f479.wav,user_cf7ad049-aa6e-4129-b467-71899542f4d8,disgust,"Tue, 02 Aug 2022 04:11:19 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,28103,2707,/final/chunka.wav,five dollar slaw onion cure,shout-data\shout-data\shout_data_02239c29-ec7f-4b0f-b3fa-0c3cac90f479\final\chunka.wav,/media/data/shout-data/shout_data_02239c29-ec7f-4b0f-b3fa-0c3cac90f479.wav,no-shout
60,user_cf7ad049-aa6e-4129-b467-71899542f4d8,18-24,t,t,1646707287,"Tue, 08 Mar 2022 02:41:27 +0000",English,,Swahili,Man,Samsung A52,2707,60,shout_data_02239c29-ec7f-4b0f-b3fa-0c3cac90f479.wav,user_cf7ad049-aa6e-4129-b467-71899542f4d8,disgust,"Tue, 02 Aug 2022 04:11:19 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,28104,2707,/final/chunkb.wav,five dollar slaw onion cure,shout-data\shout-data\shout_data_02239c29-ec7f-4b0f-b3fa-0c3cac90f479\final\chunkb.wav,/media/data/shout-data/shout_data_02239c29-ec7f-4b0f-b3fa-0c3cac90f479.wav,no-shout
60,user_cf7ad049-aa6e-4129-b467-71899542f4d8,18-24,t,t,1646707287,"Tue, 08 Mar 2022 02:41:27 +0000",English,,Swahili,Man,Samsung A52,2707,60,shout_data_02239c29-ec7f-4b0f-b3fa-0c3cac90f479.wav,user_cf7ad049-aa6e-4129-b467-71899542f4d8,disgust,"Tue, 02 Aug 2022 04:11:19 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,28105,2707,/final/chunkc.wav,five dollar slaw onion cure,shout-data\shout-data\shout_data_02239c29-ec7f-4b0f-b3fa-0c3cac90f479\final\chunkc.wav,/media/data/shout-data/shout_data_02239c29-ec7f-4b0f-b3fa-0c3cac90f479.wav,no-shout
3,user_2c330ca6-5fc8-4ef7-99e7-fe0884c67740,40-60,t,t,1651785999,"Thu, 05 May 2022 21:26:39 +0000",English,,spanish,Woman,iOS,2719,3,shout_data_022cc478-625c-48a5-a9cd-440b562f44ef.wav,user_2c330ca6-5fc8-4ef7-99e7-fe0884c67740,surprise,"Tue, 02 Aug 2022 04:11:19 +0000",Hold your phone next to your hip with the back of phone on your palm 4/19,28115,2719,/final/chunka.wav,five dollar slaw onion cure,shout-data\shout-data\shout_data_022cc478-625c-48a5-a9cd-440b562f44ef\final\chunka.wav,/media/data/shout-data/shout_data_022cc478-625c-48a5-a9cd-440b562f44ef.wav,no-shout
