id,user_id,age,consent_commercial,consent_research,created_at_in_epoch,created_at,current_language,described_identity,first_language,gender,phone_model,id.1,user_id.1,audio_id,string_id,affect,last_modified,phone_position,file_name,id.2,audio_id.1,chunk_name,script,file_location,F1frequency_range,slope0-500_mean,slope500-1500_mean,F1frequency_mean,shimmer_mean,jitter_mean,loudness_mean
149.0,user_64e22cbb-9b8d-4f3f-a35e-a224df73d9d2,40-60,t,t,1649615601.0,"Sun, 10 Apr 2022 18:33:21 +0000",English,,English,Man,Samsung,754.0,149.0,shout_data_8b12154a-ac79-4560-b108-9bde561b8027.wav,user_64e22cbb-9b8d-4f3f-a35e-a224df73d9d2,neutral,"Tue, 02 Aug 2022 04:21:42 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_8b12154a-ac79-4560-b108-9bde561b8027.wav,29437.0,754.0,/final/chunk20.wav,bananas and mustard sandwiches,shout-data\shout-data\shout_data_8b12154a-ac79-4560-b108-9bde561b8027\final\chunk20.wav,1191.0688,0.08326598,-0.008653744,533.2071,0.58901995,0.013395776,0.676654
80.0,user_5cf6d4c3-15be-4053-bb0d-73beb5ce6c81,25-39,t,t,1649762292.0,"Tue, 12 Apr 2022 11:18:12 +0000",English,,English,Woman,Samsung,1101.0,80.0,shout_data_fae60f89-5144-41b3-9173-6d943cb2738d.wav,user_5cf6d4c3-15be-4053-bb0d-73beb5ce6c81,joy,"Tue, 02 Aug 2022 04:30:33 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_fae60f89-5144-41b3-9173-6d943cb2738d.wav,18673.0,1101.0,/final/chunk31.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_fae60f89-5144-41b3-9173-6d943cb2738d\final\chunk31.wav,2182.4133,0.14108922,-1.613447e-05,481.48526,0.54684937,0.020141223,1.4598963
66.0,user_60ce4076-8a9c-4dd7-bf80-ab87d181479c,18-24,t,t,1655663197.0,"Sun, 19 Jun 2022 18:26:37 +0000",English,,Portuguese,Woman,Galaxy S10,434.0,66.0,shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea.wav,user_60ce4076-8a9c-4dd7-bf80-ab87d181479c,neutral,"Tue, 02 Aug 2022 04:28:07 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea.wav,18691.0,434.0,/final/chunk01.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea\final\chunk01.wav,1598.7379,0.12931049,0.00093252485,602.3837,0.5906308,0.013888884,1.7112069
149.0,user_64e22cbb-9b8d-4f3f-a35e-a224df73d9d2,40-60,t,t,1649615601.0,"Sun, 10 Apr 2022 18:33:21 +0000",English,,English,Man,Samsung,754.0,149.0,shout_data_8b12154a-ac79-4560-b108-9bde561b8027.wav,user_64e22cbb-9b8d-4f3f-a35e-a224df73d9d2,neutral,"Tue, 02 Aug 2022 04:21:42 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_8b12154a-ac79-4560-b108-9bde561b8027.wav,29438.0,754.0,/final/chunk30.wav,bananas and mustard sandwiches,shout-data\shout-data\shout_data_8b12154a-ac79-4560-b108-9bde561b8027\final\chunk30.wav,1170.6782,0.089745894,-0.0079369005,623.9135,0.71781313,0.03723206,1.0072558
66.0,user_60ce4076-8a9c-4dd7-bf80-ab87d181479c,18-24,t,t,1655663197.0,"Sun, 19 Jun 2022 18:26:37 +0000",English,,Portuguese,Woman,Galaxy S10,434.0,66.0,shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea.wav,user_60ce4076-8a9c-4dd7-bf80-ab87d181479c,neutral,"Tue, 02 Aug 2022 04:28:07 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea.wav,18693.0,434.0,/final/chunk21.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea\final\chunk21.wav,1938.6888,0.1463241,0.0009528386,575.27496,0.52572936,0.015842287,1.6170805
82.0,user_bfd2faaa-3a22-4154-a1c0-84ef122eed6b,25-39,t,t,1647715301.0,"Sat, 19 Mar 2022 18:41:41 +0000",English,,Hungarian,Woman,Samsung S8,659.0,82.0,shout_data_875fcafb-caca-471a-8681-aa4bea0be70f.wav,user_bfd2faaa-3a22-4154-a1c0-84ef122eed6b,anger,"Tue, 02 Aug 2022 04:21:25 +0000",Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_875fcafb-caca-471a-8681-aa4bea0be70f.wav,29504.0,659.0,/final/chunk00.wav,five special guest treasures,shout-data\shout-data\shout_data_875fcafb-caca-471a-8681-aa4bea0be70f\final\chunk00.wav,1571.4781,0.11643597,-0.0005335557,653.33923,0.75408846,0.025845679,0.83870524
66.0,user_60ce4076-8a9c-4dd7-bf80-ab87d181479c,18-24,t,t,1655663197.0,"Sun, 19 Jun 2022 18:26:37 +0000",English,,Portuguese,Woman,Galaxy S10,434.0,66.0,shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea.wav,user_60ce4076-8a9c-4dd7-bf80-ab87d181479c,neutral,"Tue, 02 Aug 2022 04:28:07 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea.wav,18695.0,434.0,/final/chunk32.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea\final\chunk32.wav,1730.7191,0.1273379,0.00065965176,437.90936,0.617369,0.022191918,1.541744
113.0,user_064e5e2b-8afe-4114-8817-b340792f021f,25-39,t,t,1652666301.0,"Mon, 16 May 2022 01:58:21 +0000",English,,English,Woman,iPhone SE 2020,745.0,113.0,shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81.wav,user_064e5e2b-8afe-4114-8817-b340792f021f,fear,"Tue, 02 Aug 2022 04:18:57 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81.wav,18717.0,745.0,/final/chunk11.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81\final\chunk11.wav,1394.0519,0.07317452,-0.0124875195,641.4785,0.819503,0.016266214,0.5689139
67.0,user_b4f02719-1526-472e-82ab-f02cb73f3015,40-60,t,t,1654354338.0,"Sat, 04 Jun 2022 14:52:18 +0000",English,,English,Man,Google Pixel 6 Pro,2815.0,67.0,shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,user_b4f02719-1526-472e-82ab-f02cb73f3015,joy,"Tue, 02 Aug 2022 04:11:34 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,29773.0,2815.0,/final/chunke.wav,five special guest treasures,shout-data\shout-data\shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb\final\chunke.wav,1427.0604,0.11360446,-0.0035429886,968.13617,1.3852217,0.054311343,3.0063407
113.0,user_064e5e2b-8afe-4114-8817-b340792f021f,25-39,t,t,1652666301.0,"Mon, 16 May 2022 01:58:21 +0000",English,,English,Woman,iPhone SE 2020,745.0,113.0,shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81.wav,user_064e5e2b-8afe-4114-8817-b340792f021f,fear,"Tue, 02 Aug 2022 04:18:57 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81.wav,18719.0,745.0,/final/chunk21.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81\final\chunk21.wav,1370.5854,0.10614989,-0.01059905,830.8517,0.7648035,0.022855472,1.3459936
67.0,user_b4f02719-1526-472e-82ab-f02cb73f3015,40-60,t,t,1654354338.0,"Sat, 04 Jun 2022 14:52:18 +0000",English,,English,Man,Google Pixel 6 Pro,2815.0,67.0,shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,user_b4f02719-1526-472e-82ab-f02cb73f3015,joy,"Tue, 02 Aug 2022 04:11:34 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,29774.0,2815.0,/final/chunkf.wav,five special guest treasures,shout-data\shout-data\shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb\final\chunkf.wav,1625.2721,0.11306778,0.004901325,1015.07697,0.9959972,0.040175274,3.7424624
113.0,user_064e5e2b-8afe-4114-8817-b340792f021f,25-39,t,t,1652666301.0,"Mon, 16 May 2022 01:58:21 +0000",English,,English,Woman,iPhone SE 2020,745.0,113.0,shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81.wav,user_064e5e2b-8afe-4114-8817-b340792f021f,fear,"Tue, 02 Aug 2022 04:18:57 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81.wav,18721.0,745.0,/final/chunk23.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81\final\chunk23.wav,1468.8141,0.08327408,-0.01595793,957.5146,0.64232117,0.009557157,1.1579511
67.0,user_b4f02719-1526-472e-82ab-f02cb73f3015,40-60,t,t,1654354338.0,"Sat, 04 Jun 2022 14:52:18 +0000",English,,English,Man,Google Pixel 6 Pro,2815.0,67.0,shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,user_b4f02719-1526-472e-82ab-f02cb73f3015,joy,"Tue, 02 Aug 2022 04:11:34 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,29775.0,2815.0,/final/chunkg.wav,five special guest treasures,shout-data\shout-data\shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb\final\chunkg.wav,1289.5305,0.12164768,-0.00056930655,762.2287,0.8242087,0.0279149,1.1515491
150.0,user_a7ee909a-815d-4073-8781-79aaccfe3f09,25-39,t,t,1646908109.0,"Thu, 10 Mar 2022 10:28:29 +0000",English,,English,Woman,iPhone 12,1346.0,150.0,shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9.wav,user_a7ee909a-815d-4073-8781-79aaccfe3f09,neutral,"Tue, 02 Aug 2022 04:12:27 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9.wav,18727.0,1346.0,/final/chunk11.wav,wolf ring lights are fantastic,shout-data\shout-data\shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9\final\chunk11.wav,1159.2087,0.11960866,-0.024047626,577.42865,1.0359552,0.03582407,0.5570909
67.0,user_b4f02719-1526-472e-82ab-f02cb73f3015,40-60,t,t,1654354338.0,"Sat, 04 Jun 2022 14:52:18 +0000",English,,English,Man,Google Pixel 6 Pro,2815.0,67.0,shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,user_b4f02719-1526-472e-82ab-f02cb73f3015,joy,"Tue, 02 Aug 2022 04:11:34 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,29776.0,2815.0,/final/chunkh.wav,five special guest treasures,shout-data\shout-data\shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb\final\chunkh.wav,1467.5237,0.1164213,0.002673444,887.22363,0.98022646,0.04638095,2.644278
150.0,user_a7ee909a-815d-4073-8781-79aaccfe3f09,25-39,t,t,1646908109.0,"Thu, 10 Mar 2022 10:28:29 +0000",English,,English,Woman,iPhone 12,1346.0,150.0,shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9.wav,user_a7ee909a-815d-4073-8781-79aaccfe3f09,neutral,"Tue, 02 Aug 2022 04:12:27 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9.wav,18729.0,1346.0,/final/chunk21.wav,wolf ring lights are fantastic,shout-data\shout-data\shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9\final\chunk21.wav,1444.7953,0.14117907,-0.014563894,690.19763,0.79906636,0.021128185,1.2277913
67.0,user_b4f02719-1526-472e-82ab-f02cb73f3015,40-60,t,t,1654354338.0,"Sat, 04 Jun 2022 14:52:18 +0000",English,,English,Man,Google Pixel 6 Pro,2815.0,67.0,shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,user_b4f02719-1526-472e-82ab-f02cb73f3015,joy,"Tue, 02 Aug 2022 04:11:34 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,29777.0,2815.0,/final/chunki.wav,five special guest treasures,shout-data\shout-data\shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb\final\chunki.wav,1510.4646,0.107586026,0.005367727,935.6474,0.891124,0.04064457,2.874232
152.0,user_49132191-7337-4529-83c6-c34dd6a9e829,60 and over,t,t,1651589415.0,"Tue, 03 May 2022 14:50:15 +0000",English,,English,Woman,iPhone 13,862.0,152.0,shout_data_a3ba31d6-cd6e-4eec-b824-b1516e0cf982.wav,user_49132191-7337-4529-83c6-c34dd6a9e829,neutral,"Tue, 02 Aug 2022 04:23:33 +0000",Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_a3ba31d6-cd6e-4eec-b824-b1516e0cf982.wav,29778.0,862.0,/final/chunk81.wav,hungry action hippos fruit,shout-data\shout-data\shout_data_a3ba31d6-cd6e-4eec-b824-b1516e0cf982\final\chunk81.wav,2071.8809,0.104659416,-0.007200321,774.1718,0.7116282,0.037701435,0.7290048
75.0,user_284899e4-9d8f-4fd8-be54-cd436ddc2743,25-39,t,t,1649875398.0,"Wed, 13 Apr 2022 18:43:18 +0000",English,,English,Woman,iPhone,40.0,75.0,shout_data_adb64d3f-1330-4771-b500-72a6dcd87db8.wav,user_284899e4-9d8f-4fd8-be54-cd436ddc2743,neutral,"Tue, 02 Aug 2022 04:24:28 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_adb64d3f-1330-4771-b500-72a6dcd87db8.wav,29779.0,40.0,/final/chunk20.wav,hungry action hippos fruit,shout-data\shout-data\shout_data_adb64d3f-1330-4771-b500-72a6dcd87db8\final\chunk20.wav,1364.4557,0.10559849,-0.003868249,746.24084,0.62241864,0.018006068,1.0364379
150.0,user_a7ee909a-815d-4073-8781-79aaccfe3f09,25-39,t,t,1646908109.0,"Thu, 10 Mar 2022 10:28:29 +0000",English,,English,Woman,iPhone 12,1346.0,150.0,shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9.wav,user_a7ee909a-815d-4073-8781-79aaccfe3f09,neutral,"Tue, 02 Aug 2022 04:12:27 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9.wav,18731.0,1346.0,/final/chunk31.wav,wolf ring lights are fantastic,shout-data\shout-data\shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9\final\chunk31.wav,1415.0848,0.126896,-0.017556537,835.11273,0.7849373,0.019508315,1.4729152
141.0,user_956835f0-240f-48c0-8746-5f9aeae17f60,40-60,t,t,1654095314.0,"Wed, 01 Jun 2022 14:55:14 +0000",english,,english,Woman,iphone 11,844.0,141.0,shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051.wav,user_956835f0-240f-48c0-8746-5f9aeae17f60,surprise,"Tue, 02 Aug 2022 04:14:08 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051.wav,18736.0,844.0,/final/chunk10.wav,birds make new jingles,shout-data\shout-data\shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051\final\chunk10.wav,1329.005,0.09490032,-0.015782814,631.49567,0.6125288,0.017299108,0.9783508
141.0,user_956835f0-240f-48c0-8746-5f9aeae17f60,40-60,t,t,1654095314.0,"Wed, 01 Jun 2022 14:55:14 +0000",english,,english,Woman,iphone 11,844.0,141.0,shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051.wav,user_956835f0-240f-48c0-8746-5f9aeae17f60,surprise,"Tue, 02 Aug 2022 04:14:08 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051.wav,18737.0,844.0,/final/chunk11.wav,birds make new jingles,shout-data\shout-data\shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051\final\chunk11.wav,1192.6351,0.14518385,-0.009499901,696.7201,0.9446384,0.022289013,1.9581056
141.0,user_956835f0-240f-48c0-8746-5f9aeae17f60,40-60,t,t,1654095314.0,"Wed, 01 Jun 2022 14:55:14 +0000",english,,english,Woman,iphone 11,844.0,141.0,shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051.wav,user_956835f0-240f-48c0-8746-5f9aeae17f60,surprise,"Tue, 02 Aug 2022 04:14:08 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051.wav,18738.0,844.0,/final/chunk12.wav,birds make new jingles,shout-data\shout-data\shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051\final\chunk12.wav,1559.6548,0.1498817,-0.00847573,749.36865,0.9785851,0.021548703,1.570591
124.0,user_55e53fee-cd3b-4536-87fa-767cd2ca0594,60 and over,t,t,1654979340.0,"Sat, 11 Jun 2022 20:29:00 +0000",english,,english,Man,microsoft surface,487.0,124.0,shout_data_74cd50fa-eb3c-49f4-9900-811d880c461f.wav,user_55e53fee-cd3b-4536-87fa-767cd2ca0594,joy,"Tue, 02 Aug 2022 04:20:06 +0000",Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_74cd50fa-eb3c-49f4-9900-811d880c461f.wav,18739.0,487.0,/final/chunk10.wav,birds make new jingles,shout-data\shout-data\shout_data_74cd50fa-eb3c-49f4-9900-811d880c461f\final\chunk10.wav,1080.8977,0.06514068,-0.003619315,638.3937,0.40893647,0.022100475,0.6709589
124.0,user_55e53fee-cd3b-4536-87fa-767cd2ca0594,60 and over,t,t,1654979340.0,"Sat, 11 Jun 2022 20:29:00 +0000",english,,english,Man,microsoft surface,487.0,124.0,shout_data_74cd50fa-eb3c-49f4-9900-811d880c461f.wav,user_55e53fee-cd3b-4536-87fa-767cd2ca0594,joy,"Tue, 02 Aug 2022 04:20:06 +0000",Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_74cd50fa-eb3c-49f4-9900-811d880c461f.wav,18740.0,487.0,/final/chunk11.wav,birds make new jingles,shout-data\shout-data\shout_data_74cd50fa-eb3c-49f4-9900-811d880c461f\final\chunk11.wav,1120.0134,0.08852214,-0.0051861517,737.75525,0.8441226,0.02917813,1.3298965
