mean pitch,pitch range,speech rate,energy,shimmer,jitter,spectral slope,mean intensity,max intensity,file_location,shout,emotion,phone_position
489.7887296,304.9083215,,0.02783211649,0.1853301246,0.02861328753,-0.03793120534,74.59394876,107.6884871,shout-data\shout-data\shout_data_228ff1ce-1363-4b2f-b963-b74c5310aa7c\final\chunka.wav,0,neutral,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19
382.2536454,288.1340272,,0.01799087707,0.1641881043,0.0288546835,-0.02649014995,72.22238065,104.4099956,shout-data\shout-data\shout_data_8a4721c6-37ff-4a6f-8259-dd9f5a781b14\final\chunkc.wav,1,anger,Place phone on the opposite side of the room face down on a hard surface 13/19
236.8839505,374.4641847,3.13483036,0.004711565739,0.1863639141,0.03025810588,-0.01056065463,68.02534377,98.78765638,shout-data\shout-data\shout_data_8a4721c6-37ff-4a6f-8259-dd9f5a781b14\final\chunkb.wav,1,anger,Place phone on the opposite side of the room face down on a hard surface 13/19
351.7015422,120.7684842,,0.0215132656,0.06206685749,0.01043639862,-0.06705059266,77.44774584,109.9702394,shout-data\shout-data\shout_data_8a4721c6-37ff-4a6f-8259-dd9f5a781b14\final\chunka.wav,0,anger,Place phone on the opposite side of the room face down on a hard surface 13/19
271.1618652,147.8640378,,0.007877558156,0.07116676208,0.01304194756,-0.03021095887,70.54914726,105.0748044,shout-data\shout-data\shout_data_5bda1e0d-9e4c-46f4-be50-d95a5dab2702\final\chunkc.wav,1,surprise,Hold your phone next to your face with your hand covering the mic 3/19
210.1147913,108.671135,,0.004219915067,0.08904813446,0.01470360787,-0.01854221278,68.76201577,101.1663025,shout-data\shout-data\shout_data_5bda1e0d-9e4c-46f4-be50-d95a5dab2702\final\chunkb.wav,0,surprise,Hold your phone next to your face with your hand covering the mic 3/19
520.0396708,272.8752669,,0.02417998939,0.1597766633,0.01878016822,-0.02987016548,72.73010295,106.8599397,shout-data\shout-data\shout_data_5bda1e0d-9e4c-46f4-be50-d95a5dab2702\final\chunka.wav,0,surprise,Hold your phone next to your face with your hand covering the mic 3/19
392.4965386,198.7984229,2.9607698,0.0181207921,0.152346709,0.01623617111,-0.03300974901,72.34499257,106.6335194,shout-data\shout-data\shout_data_c1f191e2-6ea5-488e-9f05-5fda071c50b6\final\chunkc.wav,1,fear,Place your phone in a bag and hold it next to your hip 7/19
238.0554542,191.0635259,3.478224863,0.002359344972,0.161386252,0.02445385128,-0.007809645185,64.79913489,95.89189619,shout-data\shout-data\shout_data_c1f191e2-6ea5-488e-9f05-5fda071c50b6\final\chunkb.wav,0,fear,Place your phone in a bag and hold it next to your hip 7/19
295.5385222,227.4807625,,0.009313367755,0.1032775413,0.01896684769,-0.03255000753,71.44652948,104.1520623,shout-data\shout-data\shout_data_c1f191e2-6ea5-488e-9f05-5fda071c50b6\final\chunka.wav,0,fear,Place your phone in a bag and hold it next to your hip 7/19
243.2195616,157.6509113,3.293348123,0.02699200548,0.0894226789,0.02135081979,-0.0949273052,75.83251358,104.9576285,shout-data\shout-data\shout_data_c291dc59-3821-444e-a215-f54a27d93e3b\final\chunkc.wav,1,fear,Place phone on the opposite side of the room face down on a soft surface 14/19
179.2286857,291.7429172,3.192641721,0.0209836408,0.1054768513,0.0241902835,-0.0619049432,73.90257197,106.0720573,shout-data\shout-data\shout_data_c291dc59-3821-444e-a215-f54a27d93e3b\final\chunkb.wav,0,fear,Place phone on the opposite side of the room face down on a soft surface 14/19
361.9097279,433.4703368,,0.3408416227,0.1063491252,0.01913143378,-0.2224550948,83.62763897,115.841959,shout-data\shout-data\shout_data_c291dc59-3821-444e-a215-f54a27d93e3b\final\chunka.wav,0,fear,Place phone on the opposite side of the room face down on a soft surface 14/19
430.5664677,414.7679151,3.498258968,0.06750658853,0.1289697065,0.01994032336,-0.1019125329,78.27273317,112.270093,shout-data\shout-data\shout_data_9383eabc-0972-427b-840b-8df932897f19\final\chunkc.wav,1,anger,Place phone on the opposite side of the room face down on a soft surface 14/19
288.6846757,314.426037,2.772383022,0.007813834259,0.143887328,0.01607374963,-0.01320783695,68.3977293,103.0586576,shout-data\shout-data\shout_data_9383eabc-0972-427b-840b-8df932897f19\final\chunkb.wav,0,anger,Place phone on the opposite side of the room face down on a soft surface 14/19
198.6193043,133.2066681,,0.01160208515,0.1272982909,0.023745957,-0.03045528892,70.79416645,102.806722,shout-data\shout-data\shout_data_9383eabc-0972-427b-840b-8df932897f19\final\chunka.wav,0,anger,Place phone on the opposite side of the room face down on a soft surface 14/19
272.3927908,372.2032016,2.362204724,0.03303116749,0.1370361925,0.0279850291,-0.07893382372,75.22434072,106.5967124,shout-data\shout-data\shout_data_96ccb656-5ed8-4920-8047-b2f069dc200c\final\chunkc.wav,1,neutral,Place phone 1-2 meters away face down on a soft surface 10/19
408.9463171,287.0023518,,0.02135588204,0.1261238018,0.02302377863,-0.04618432379,73.23306356,107.2160378,shout-data\shout-data\shout_data_96ccb656-5ed8-4920-8047-b2f069dc200c\final\chunkb.wav,0,neutral,Place phone 1-2 meters away face down on a soft surface 10/19
324.8547546,322.4257642,,0.02221999122,0.1384979968,0.01874855957,-0.07609138783,74.81371386,108.1315568,shout-data\shout-data\shout_data_96ccb656-5ed8-4920-8047-b2f069dc200c\final\chunka.wav,0,neutral,Place phone 1-2 meters away face down on a soft surface 10/19
272.5617467,298.1805747,,0.02618199101,0.1224732097,0.01364793025,-0.1203428401,76.52899478,106.4311076,shout-data\shout-data\shout_data_cf06e20b-0ba3-42e1-ac7e-9ed82991b105\final\chunkc.wav,1,neutral,Place phone 1-2 meters away face down on a soft surface 10/19
182.7495667,107.1401483,,0.006407402721,0.1800854477,0.01938858854,-0.04148085523,72.01175815,101.6899293,shout-data\shout-data\shout_data_cf06e20b-0ba3-42e1-ac7e-9ed82991b105\final\chunkb.wav,1,neutral,Place phone 1-2 meters away face down on a soft surface 10/19
364.8933389,368.1677781,,0.128868154,0.1766699923,0.03546183431,-0.1574470848,79.64527005,111.456502,shout-data\shout-data\shout_data_cf06e20b-0ba3-42e1-ac7e-9ed82991b105\final\chunka.wav,0,neutral,Place phone 1-2 meters away face down on a soft surface 10/19
157.7894609,382.6074235,,0.01679214893,0.2290795624,0.04812427748,-0.02622927645,71.25585762,105.1766242,shout-data\shout-data\shout_data_3642b61e-5e01-4e5e-a6f4-7fca546362fd\final\chunk40.wav,0,neutral,Place phone on the opposite side of the room in a bag 15/19
202.7927686,297.2194069,,0.0912426985,0.1975369254,0.04109052338,-0.1247833105,78.3078959,109.5678138,shout-data\shout-data\shout_data_3642b61e-5e01-4e5e-a6f4-7fca546362fd\final\chunk20.wav,1,neutral,Place phone on the opposite side of the room in a bag 15/19
475.0121819,171.1414772,,0.00889047479,0.1773059168,0.01756199415,-0.01308592616,70.18895167,102.2170691,shout-data\shout-data\shout_data_3642b61e-5e01-4e5e-a6f4-7fca546362fd\final\chunk30.wav,1,neutral,Place phone on the opposite side of the room in a bag 15/19
401.7178789,282.249787,2.860946099,0.02340932755,0.1250552517,0.01280720806,-0.03179682184,74.57719701,106.4752136,shout-data\shout-data\shout_data_8689180c-a74d-4bc5-ae0a-e38b1703b263\final\chunkc.wav,1,surprise,Hold your phone next to your hip with your hand covering the mic 5/19
310.0116378,239.2213039,0.8120669278,0.05441753502,0.1340985008,0.01949641016,-0.02662623154,72.01058356,107.8063042,shout-data\shout-data\shout_data_8689180c-a74d-4bc5-ae0a-e38b1703b263\final\chunkb.wav,1,surprise,Hold your phone next to your hip with your hand covering the mic 5/19
397.477707,138.6958191,2.331002331,0.02970740739,0.05082051469,0.009828257508,-0.05642924878,74.01876828,106.8021184,shout-data\shout-data\shout_data_8689180c-a74d-4bc5-ae0a-e38b1703b263\final\chunka.wav,0,surprise,Hold your phone next to your hip with your hand covering the mic 5/19
267.7035797,245.2738222,2.056202879,0.002652170445,0.08219968519,0.01989494046,-0.005856085994,63.65811352,99.33632763,shout-data\shout-data\shout_data_8f280ac7-c191-4681-b683-95f5ad1f25a2\final\chunkc.wav,1,surprise,Place phone 1-2 meters away face down on a hard surface 9/19
492.034998,282.9411559,,0.01552222528,0.08019600816,0.01687142995,-0.02644039548,71.861106,104.4025324,shout-data\shout-data\shout_data_8f280ac7-c191-4681-b683-95f5ad1f25a2\final\chunkb.wav,0,surprise,Place phone 1-2 meters away face down on a hard surface 9/19
255.4316295,162.6820644,3.844613536,0.03834888479,0.105250504,0.01565352401,-0.1180229646,76.75512427,107.4050253,shout-data\shout-data\shout_data_8f280ac7-c191-4681-b683-95f5ad1f25a2\final\chunka.wav,0,surprise,Place phone 1-2 meters away face down on a hard surface 9/19
188.0216748,140.2157417,3.455443674,0.04365739913,0.08071420572,0.01953743756,-0.1199602059,76.84691303,107.9904653,shout-data\shout-data\shout_data_2f93a959-da01-4cc6-b6e9-d8285341b824\final\chunkc.wav,1,neutral,Hold your phone next to your face with your hand covering the mic 3/19
122.3104256,167.2161429,3.700087363,0.0209309763,0.1055923161,0.02564446839,-0.05958908589,73.42908505,107.3998279,shout-data\shout-data\shout_data_2f93a959-da01-4cc6-b6e9-d8285341b824\final\chunkb.wav,1,neutral,Hold your phone next to your face with your hand covering the mic 3/19
379.9691408,209.0525599,1.86965812,0.002102314549,0.1503026883,0.02188785292,-0.001610869651,61.54771802,94.40742148,shout-data\shout-data\shout_data_2f93a959-da01-4cc6-b6e9-d8285341b824\final\chunka.wav,0,neutral,Hold your phone next to your face with your hand covering the mic 3/19
492.9300589,514.2563568,,0.01993715172,0.1807979383,0.02376707789,-0.03633566802,73.41207121,106.4467994,shout-data\shout-data\shout_data_848e727b-7b69-4057-ae47-09bf909e418b\final\chunkc.wav,1,surprise,Place phone on the opposite side of the room in a bag 15/19
410.6748633,178.7992873,,0.02105242093,0.159400574,0.02024880545,-0.04093238793,73.7410224,105.7724476,shout-data\shout-data\shout_data_848e727b-7b69-4057-ae47-09bf909e418b\final\chunkb.wav,0,surprise,Place phone on the opposite side of the room in a bag 15/19
226.7907497,189.7012045,0.928076489,0.003215455481,0.1603323025,0.0186210915,-0.002506605628,59.72758673,95.55591655,shout-data\shout-data\shout_data_848e727b-7b69-4057-ae47-09bf909e418b\final\chunka.wav,0,surprise,Place phone on the opposite side of the room in a bag 15/19
434.6910748,299.3928555,,0.003589835789,0.1897798192,0.03964833357,-0.003946204714,65.2743537,98.8999867,shout-data\shout-data\shout_data_e244fe46-95b2-4417-9ca2-ebc25e4b1de0\final\chunkc.wav,1,anger,Hold your phone next to your hip with the back of phone on your palm 4/19
429.5398071,267.460875,2.721970188,0.01751103232,0.1643017087,0.01981314818,-0.03117243928,72.41238356,105.7401487,shout-data\shout-data\shout_data_e244fe46-95b2-4417-9ca2-ebc25e4b1de0\final\chunkb.wav,1,anger,Hold your phone next to your hip with the back of phone on your palm 4/19
359.6876787,426.9946832,,0.001191435269,0.1732552816,0.02519405775,-0.003415890586,62.14880338,92.74765859,shout-data\shout-data\shout_data_e244fe46-95b2-4417-9ca2-ebc25e4b1de0\final\chunka.wav,0,anger,Hold your phone next to your hip with the back of phone on your palm 4/19
364.5659326,370.6045867,,0.115489121,0.1318228354,0.01636046302,-0.1317499551,79.61898438,112.3837859,shout-data\shout-data\shout_data_535fe98f-249c-41b0-aa52-3fce86530b32\final\chunkc.wav,1,anger,Place phone 1-2 meters away face down on a hard surface 9/19
550.5986287,318.6718971,,0.109774304,0.1326734793,0.01394356703,-0.1405485048,78.30351533,111.3109788,shout-data\shout-data\shout_data_535fe98f-249c-41b0-aa52-3fce86530b32\final\chunkb.wav,1,anger,Place phone 1-2 meters away face down on a hard surface 9/19
288.7018429,223.0988497,2.757647136,0.002227987228,0.1121440867,0.02064180449,-0.005562783238,63.51458506,95.11391928,shout-data\shout-data\shout_data_535fe98f-249c-41b0-aa52-3fce86530b32\final\chunka.wav,0,anger,Place phone 1-2 meters away face down on a hard surface 9/19
309.9914412,187.7163927,5.075337034,0.02160039263,0.1041114749,0.02078327445,-0.07459633352,74.50328392,106.4816605,shout-data\shout-data\shout_data_4a067210-7a4b-499d-be6f-b9fcd191ce81\final\chunk31.wav,1,anger,Place your phone in your pocket 6/19
287.4706687,154.1267438,5.358817488,0.02887677039,0.1339511009,0.03033434953,-0.110649183,76.01320701,106.2949056,shout-data\shout-data\shout_data_4a067210-7a4b-499d-be6f-b9fcd191ce81\final\chunk10.wav,0,anger,Place your phone in your pocket 6/19
230.1280587,227.768756,5.185097167,0.0240320058,0.139229014,0.02772900357,-0.09054238828,75.06461452,105.7465096,shout-data\shout-data\shout_data_4a067210-7a4b-499d-be6f-b9fcd191ce81\final\chunk41.wav,0,anger,Place your phone in your pocket 6/19
337.4509248,297.2334313,0.4069003518,0.02649813232,0.0592933661,0.008581303549,-0.04714576653,74.4095186,107.6781265,shout-data\shout-data\shout_data_c31564d5-4ee8-481e-812a-545b595b574b\final\chunkc.wav,1,joy,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19
199.8357437,127.4136348,2.08851837,0.01259749535,0.1115983963,0.01422503173,-0.02838013606,71.29760391,104.4432191,shout-data\shout-data\shout_data_c31564d5-4ee8-481e-812a-545b595b574b\final\chunkb.wav,1,joy,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19
132.8549513,512.0914681,,0.0001267495066,0.1456186644,0.03194826958,-0.0004521790286,52.2508834,81.83853735,shout-data\shout-data\shout_data_c31564d5-4ee8-481e-812a-545b595b574b\final\chunka.wav,0,joy,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19
440.5485097,310.435517,,0.01442708611,0.1308743842,0.01866413623,-0.02165078956,71.71163173,105.3223307,shout-data\shout-data\shout_data_3d354e29-a7ec-4ecc-945f-7a51703a80e8\final\chunk22.wav,1,fear,Place phone on the opposite side of the room face down on a soft surface 14/19
333.2137375,156.4171155,2.033209082,0.01417677477,0.09779990193,0.01159633735,-0.02338103193,70.88932614,104.605713,shout-data\shout-data\shout_data_3d354e29-a7ec-4ecc-945f-7a51703a80e8\final\chunk30.wav,0,fear,Place phone on the opposite side of the room face down on a soft surface 14/19
270.7273242,142.011674,2.184200946,0.00143291035,0.1062626694,0.01669685869,-0.003690088686,61.24759014,96.52942254,shout-data\shout-data\shout_data_3d354e29-a7ec-4ecc-945f-7a51703a80e8\final\chunk21.wav,0,fear,Place phone on the opposite side of the room face down on a soft surface 14/19
256.5160344,382.938572,,0.1184881024,0.1813176961,0.03494196459,-0.1384616399,79.27063168,110.1100873,shout-data\shout-data\shout_data_565ec588-a327-4dfb-80dd-1e4ce177b092\final\chunk00.wav,1,anger,Place phone on the opposite side of the room face down on a hard surface 13/19
121.7958904,442.0883491,2.128791911,0.03589469064,0.1713709362,0.04422990591,-0.04583127932,73.85251147,108.0686018,shout-data\shout-data\shout_data_565ec588-a327-4dfb-80dd-1e4ce177b092\final\chunk10.wav,1,anger,Place phone on the opposite side of the room face down on a hard surface 13/19
95.13754099,504.7315944,2.506963788,0.004224858106,0.1971579187,0.05334919842,-0.006745072724,64.76233807,98.81366965,shout-data\shout-data\shout_data_565ec588-a327-4dfb-80dd-1e4ce177b092\final\chunk30.wav,0,anger,Place phone on the opposite side of the room face down on a hard surface 13/19
516.2672519,351.2200134,,0.03404775052,0.1307863007,0.0109362907,-0.04291776407,75.16377101,108.7734081,shout-data\shout-data\shout_data_4025d13d-d5c1-47ac-9153-3d2e45d1b193\final\chunkc.wav,1,disgust,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19
379.0168965,244.4525357,3.192311849,0.02304958634,0.1329751045,0.01234245023,-0.04670532288,73.71804828,108.2916959,shout-data\shout-data\shout_data_4025d13d-d5c1-47ac-9153-3d2e45d1b193\final\chunkb.wav,0,disgust,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19
230.7709918,242.2438649,3.552726533,0.004222130881,0.1200629947,0.01860386655,-0.01046825319,66.82648451,99.16634681,shout-data\shout-data\shout_data_4025d13d-d5c1-47ac-9153-3d2e45d1b193\final\chunka.wav,0,disgust,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19
249.1471458,284.9431041,,0.0008186084983,0.1611716375,0.02275031438,-0.00212946364,59.54632634,93.43939633,shout-data\shout-data\shout_data_f1a272a9-bf82-4fbb-8ca3-a9fbea239f11\final\chunkc.wav,1,surprise,Place phone 1-2 meters away in a bag 11/19
413.140163,202.4468897,,0.01149171495,0.162589583,0.03124135509,-0.01918002336,70.39359211,106.2281915,shout-data\shout-data\shout_data_f1a272a9-bf82-4fbb-8ca3-a9fbea239f11\final\chunkb.wav,0,surprise,Place phone 1-2 meters away in a bag 11/19
373.9633602,179.9850103,,0.003631461156,0.1564146011,0.02785843833,-0.002867147554,64.64980608,97.24917127,shout-data\shout-data\shout_data_f1a272a9-bf82-4fbb-8ca3-a9fbea239f11\final\chunka.wav,0,surprise,Place phone 1-2 meters away in a bag 11/19
339.1448535,303.976829,,0.06924269827,0.06051677923,0.01503986908,-0.1098640479,77.1508993,109.5399713,shout-data\shout-data\shout_data_aa77a9c5-2afa-4223-aff0-258cae93357e\final\chunkc.wav,1,anger,Place phone 1-2 meters away face down on a hard surface 9/19
284.9348289,193.3457984,1.690331305,0.03847176148,0.09149521517,0.01276635257,-0.0708359016,75.21295958,107.4515505,shout-data\shout-data\shout_data_aa77a9c5-2afa-4223-aff0-258cae93357e\final\chunkb.wav,1,anger,Place phone 1-2 meters away face down on a hard surface 9/19
246.2418449,121.4114767,2.265861027,0.02277011048,0.1221362719,0.01955242714,-0.04331471816,73.41688416,106.0038581,shout-data\shout-data\shout_data_aa77a9c5-2afa-4223-aff0-258cae93357e\final\chunka.wav,0,anger,Place phone 1-2 meters away face down on a hard surface 9/19
382.0323169,304.4879329,,0.08836743966,0.09334771103,0.01729986956,-0.2423356249,80.1391566,113.502967,shout-data\shout-data\shout_data_ab03e870-4865-49fc-a5c5-e16e579853cc\final\chunkc.wav,1,fear,Place phone 1-2 meters away in a bag 11/19
273.082192,121.0781805,3.182571632,0.02697357197,0.07189596511,0.01152422328,-0.0777680267,74.99292244,106.8508569,shout-data\shout-data\shout_data_ab03e870-4865-49fc-a5c5-e16e579853cc\final\chunkb.wav,0,fear,Place phone 1-2 meters away in a bag 11/19
211.8281652,61.08381872,3.318747963,0.02280721616,0.09173003793,0.01162808826,-0.07450822245,74.44754475,107.3074042,shout-data\shout-data\shout_data_ab03e870-4865-49fc-a5c5-e16e579853cc\final\chunka.wav,0,fear,Place phone 1-2 meters away in a bag 11/19
416.1981378,237.3092825,1.411142143,0.0268729934,0.06136522895,0.008191424718,-0.02297226366,75.12537165,106.8521791,shout-data\shout-data\shout_data_42f7803c-ecc5-4c53-8a24-642fdb6fff2c\final\chunk20.wav,0,joy,Place phone 1-2 meters away face down on a hard surface 9/19
317.8437989,217.8105631,1.429535798,0.01115544198,0.06058757642,0.007172433458,-0.01263502161,71.35805094,106.5700487,shout-data\shout-data\shout_data_42f7803c-ecc5-4c53-8a24-642fdb6fff2c\final\chunk50.wav,0,joy,Place phone 1-2 meters away face down on a hard surface 9/19
244.3671727,386.0089887,1.380553372,0.01307253921,0.05739563836,0.01051056358,-0.02578504338,71.89621456,105.8832277,shout-data\shout-data\shout_data_42f7803c-ecc5-4c53-8a24-642fdb6fff2c\final\chunk11.wav,1,joy,Place phone 1-2 meters away face down on a hard surface 9/19
387.6439776,309.1896224,,0.01247227516,0.113394402,0.01639896781,-0.02929902075,70.96663054,103.0744482,shout-data\shout-data\shout_data_1a1f4cec-bbad-4425-8e1f-2fe9a7e56787\final\chunkc.wav,1,joy,Place phone on the opposite side of the room in a bag 15/19
389.9614044,314.3636346,,0.006688937486,0.08866312701,0.01501302322,-0.01644592962,67.71238099,101.9687868,shout-data\shout-data\shout_data_1a1f4cec-bbad-4425-8e1f-2fe9a7e56787\final\chunkb.wav,0,joy,Place phone on the opposite side of the room in a bag 15/19
336.8589235,210.4498983,,0.001875876895,0.0925980752,0.01873314038,-0.005163882665,62.35354279,97.57793774,shout-data\shout-data\shout_data_1a1f4cec-bbad-4425-8e1f-2fe9a7e56787\final\chunka.wav,0,joy,Place phone on the opposite side of the room in a bag 15/19
406.7270392,276.740053,,0.01647698846,0.1448792272,0.01308852368,-0.02984938182,72.6769084,106.6777235,shout-data\shout-data\shout_data_f909e947-6e46-41b0-b524-7004474f86b2\final\chunkc.wav,1,fear,Place your phone in a bag and hold it next to your hip 7/19
386.8149442,259.7140438,,0.02102370055,0.1413482583,0.01994056032,-0.03852804063,73.13779078,106.6777362,shout-data\shout-data\shout_data_f909e947-6e46-41b0-b524-7004474f86b2\final\chunkb.wav,1,fear,Place your phone in a bag and hold it next to your hip 7/19
309.9435554,423.8483134,3.061663823,0.01959255146,0.1557719552,0.01737914942,-0.0384107812,72.83175235,106.9856004,shout-data\shout-data\shout_data_f909e947-6e46-41b0-b524-7004474f86b2\final\chunka.wav,0,fear,Place your phone in a bag and hold it next to your hip 7/19
330.125734,67.55167338,,0.0807107515,0.1046455099,0.01098034263,-0.2070793877,81.29932128,111.7761268,shout-data\shout-data\shout_data_97db2ec2-be41-4920-8d7d-8d52b12d6abd\final\chunkc.wav,1,joy,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19
488.9269389,329.059746,1.545931061,0.08136888831,0.1585107451,0.02255423076,-0.138228336,79.05610784,112.872598,shout-data\shout-data\shout_data_97db2ec2-be41-4920-8d7d-8d52b12d6abd\final\chunkb.wav,1,joy,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19
233.1090821,392.4189388,1.647630244,0.002090677181,0.08537260241,0.01723212053,-0.005942925935,63.43814113,96.63781722,shout-data\shout-data\shout_data_97db2ec2-be41-4920-8d7d-8d52b12d6abd\final\chunka.wav,0,joy,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19
489.127473,326.3184547,,0.0158813379,0.09321640984,0.01658927106,-0.0192032876,71.4549682,105.5259147,shout-data\shout-data\shout_data_684c15d3-926b-4b86-bb22-7f81d1385312\final\chunk23.wav,1,neutral,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19
305.275664,146.2794337,3.029155623,0.004764480282,0.08248068372,0.008894986245,-0.01091584519,66.63690718,98.46545189,shout-data\shout-data\shout_data_684c15d3-926b-4b86-bb22-7f81d1385312\final\chunk11.wav,0,neutral,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19
358.7467101,247.7422985,3.470883147,0.01838982411,0.08150528151,0.01318141238,-0.02960501238,72.58371804,105.0019131,shout-data\shout-data\shout_data_684c15d3-926b-4b86-bb22-7f81d1385312\final\chunk21.wav,0,neutral,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19
422.0935699,445.7355614,,0.1384043227,0.1434603393,0.02025211515,-0.1392697973,79.51142932,111.6255651,shout-data\shout-data\shout_data_8e76ccc8-3961-43e0-9cc4-007cf7914270\final\chunkc.wav,1,sadness,Place phone on the opposite side of the room in a bag 15/19
501.208259,401.8130478,,0.0906939211,0.1385473195,0.01649400873,-0.1187097469,78.52513,111.9796106,shout-data\shout-data\shout_data_8e76ccc8-3961-43e0-9cc4-007cf7914270\final\chunkb.wav,0,sadness,Place phone on the opposite side of the room in a bag 15/19
238.2054971,237.6852994,3.513420534,0.01644996958,0.1019740333,0.01803330363,-0.03785726472,71.69304079,105.6116795,shout-data\shout-data\shout_data_8e76ccc8-3961-43e0-9cc4-007cf7914270\final\chunka.wav,0,sadness,Place phone on the opposite side of the room in a bag 15/19
550.6104442,404.9623908,,0.01331229522,0.1624841594,0.02447249969,-0.01883006982,71.09902036,101.3961967,shout-data\shout-data\shout_data_6250f97d-5579-430c-a6ba-a78f7add82fc\final\chunkc.wav,1,sadness,Place phone 1-2 meters away face up on any surface 8/19
269.0713754,434.8543508,2.454991817,0.003514969224,0.1672498758,0.0210160799,-0.008256231117,65.66573983,97.7045922,shout-data\shout-data\shout_data_6250f97d-5579-430c-a6ba-a78f7add82fc\final\chunkb.wav,0,sadness,Place phone 1-2 meters away face up on any surface 8/19
