id,user_id,age,consent_commercial,consent_research,created_at_in_epoch,created_at,current_language,described_identity,first_language,gender,phone_model,id,user_id,audio_id,string_id,affect,last_modified,phone_position,file_name,id,audio_id,chunk_name,script,file_location
149,user_64e22cbb-9b8d-4f3f-a35e-a224df73d9d2,40-60,t,t,1649615601,"Sun, 10 Apr 2022 18:33:21 +0000",English,,English,Man,Samsung,754,149,shout_data_8b12154a-ac79-4560-b108-9bde561b8027.wav,user_64e22cbb-9b8d-4f3f-a35e-a224df73d9d2,neutral,"Tue, 02 Aug 2022 04:21:42 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_8b12154a-ac79-4560-b108-9bde561b8027.wav,29437,754,/final/chunk20.wav,bananas and mustard sandwiches,shout-data\shout-data\shout_data_8b12154a-ac79-4560-b108-9bde561b8027\final\chunk20.wav
80,user_5cf6d4c3-15be-4053-bb0d-73beb5ce6c81,25-39,t,t,1649762292,"Tue, 12 Apr 2022 11:18:12 +0000",English,,English,Woman,Samsung,1101,80,shout_data_fae60f89-5144-41b3-9173-6d943cb2738d.wav,user_5cf6d4c3-15be-4053-bb0d-73beb5ce6c81,joy,"Tue, 02 Aug 2022 04:30:33 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_fae60f89-5144-41b3-9173-6d943cb2738d.wav,18673,1101,/final/chunk31.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_fae60f89-5144-41b3-9173-6d943cb2738d\final\chunk31.wav
66,user_60ce4076-8a9c-4dd7-bf80-ab87d181479c,18-24,t,t,1655663197,"Sun, 19 Jun 2022 18:26:37 +0000",English,,Portuguese,Woman,Galaxy S10,434,66,shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea.wav,user_60ce4076-8a9c-4dd7-bf80-ab87d181479c,neutral,"Tue, 02 Aug 2022 04:28:07 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea.wav,18691,434,/final/chunk01.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea\final\chunk01.wav
149,user_64e22cbb-9b8d-4f3f-a35e-a224df73d9d2,40-60,t,t,1649615601,"Sun, 10 Apr 2022 18:33:21 +0000",English,,English,Man,Samsung,754,149,shout_data_8b12154a-ac79-4560-b108-9bde561b8027.wav,user_64e22cbb-9b8d-4f3f-a35e-a224df73d9d2,neutral,"Tue, 02 Aug 2022 04:21:42 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_8b12154a-ac79-4560-b108-9bde561b8027.wav,29438,754,/final/chunk30.wav,bananas and mustard sandwiches,shout-data\shout-data\shout_data_8b12154a-ac79-4560-b108-9bde561b8027\final\chunk30.wav
66,user_60ce4076-8a9c-4dd7-bf80-ab87d181479c,18-24,t,t,1655663197,"Sun, 19 Jun 2022 18:26:37 +0000",English,,Portuguese,Woman,Galaxy S10,434,66,shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea.wav,user_60ce4076-8a9c-4dd7-bf80-ab87d181479c,neutral,"Tue, 02 Aug 2022 04:28:07 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea.wav,18693,434,/final/chunk21.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea\final\chunk21.wav
82,user_bfd2faaa-3a22-4154-a1c0-84ef122eed6b,25-39,t,t,1647715301,"Sat, 19 Mar 2022 18:41:41 +0000",English,,Hungarian,Woman,Samsung S8,659,82,shout_data_875fcafb-caca-471a-8681-aa4bea0be70f.wav,user_bfd2faaa-3a22-4154-a1c0-84ef122eed6b,anger,"Tue, 02 Aug 2022 04:21:25 +0000",Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_875fcafb-caca-471a-8681-aa4bea0be70f.wav,29504,659,/final/chunk00.wav,five special guest treasures,shout-data\shout-data\shout_data_875fcafb-caca-471a-8681-aa4bea0be70f\final\chunk00.wav
66,user_60ce4076-8a9c-4dd7-bf80-ab87d181479c,18-24,t,t,1655663197,"Sun, 19 Jun 2022 18:26:37 +0000",English,,Portuguese,Woman,Galaxy S10,434,66,shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea.wav,user_60ce4076-8a9c-4dd7-bf80-ab87d181479c,neutral,"Tue, 02 Aug 2022 04:28:07 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea.wav,18695,434,/final/chunk32.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_dbfb7949-833e-4bd6-a8ee-400e671b2eea\final\chunk32.wav
113,user_064e5e2b-8afe-4114-8817-b340792f021f,25-39,t,t,1652666301,"Mon, 16 May 2022 01:58:21 +0000",English,,English,Woman,iPhone SE 2020,745,113,shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81.wav,user_064e5e2b-8afe-4114-8817-b340792f021f,fear,"Tue, 02 Aug 2022 04:18:57 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81.wav,18717,745,/final/chunk11.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81\final\chunk11.wav
67,user_b4f02719-1526-472e-82ab-f02cb73f3015,40-60,t,t,1654354338,"Sat, 04 Jun 2022 14:52:18 +0000",English,,English,Man,Google Pixel 6 Pro,2815,67,shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,user_b4f02719-1526-472e-82ab-f02cb73f3015,joy,"Tue, 02 Aug 2022 04:11:34 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,29773,2815,/final/chunke.wav,five special guest treasures,shout-data\shout-data\shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb\final\chunke.wav
113,user_064e5e2b-8afe-4114-8817-b340792f021f,25-39,t,t,1652666301,"Mon, 16 May 2022 01:58:21 +0000",English,,English,Woman,iPhone SE 2020,745,113,shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81.wav,user_064e5e2b-8afe-4114-8817-b340792f021f,fear,"Tue, 02 Aug 2022 04:18:57 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81.wav,18719,745,/final/chunk21.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81\final\chunk21.wav
67,user_b4f02719-1526-472e-82ab-f02cb73f3015,40-60,t,t,1654354338,"Sat, 04 Jun 2022 14:52:18 +0000",English,,English,Man,Google Pixel 6 Pro,2815,67,shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,user_b4f02719-1526-472e-82ab-f02cb73f3015,joy,"Tue, 02 Aug 2022 04:11:34 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,29774,2815,/final/chunkf.wav,five special guest treasures,shout-data\shout-data\shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb\final\chunkf.wav
113,user_064e5e2b-8afe-4114-8817-b340792f021f,25-39,t,t,1652666301,"Mon, 16 May 2022 01:58:21 +0000",English,,English,Woman,iPhone SE 2020,745,113,shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81.wav,user_064e5e2b-8afe-4114-8817-b340792f021f,fear,"Tue, 02 Aug 2022 04:18:57 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81.wav,18721,745,/final/chunk23.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_651c17bb-fc2e-4166-8f95-14bf2bd45c81\final\chunk23.wav
67,user_b4f02719-1526-472e-82ab-f02cb73f3015,40-60,t,t,1654354338,"Sat, 04 Jun 2022 14:52:18 +0000",English,,English,Man,Google Pixel 6 Pro,2815,67,shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,user_b4f02719-1526-472e-82ab-f02cb73f3015,joy,"Tue, 02 Aug 2022 04:11:34 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,29775,2815,/final/chunkg.wav,five special guest treasures,shout-data\shout-data\shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb\final\chunkg.wav
150,user_a7ee909a-815d-4073-8781-79aaccfe3f09,25-39,t,t,1646908109,"Thu, 10 Mar 2022 10:28:29 +0000",English,,English,Woman,iPhone 12,1346,150,shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9.wav,user_a7ee909a-815d-4073-8781-79aaccfe3f09,neutral,"Tue, 02 Aug 2022 04:12:27 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9.wav,18727,1346,/final/chunk11.wav,wolf ring lights are fantastic,shout-data\shout-data\shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9\final\chunk11.wav
67,user_b4f02719-1526-472e-82ab-f02cb73f3015,40-60,t,t,1654354338,"Sat, 04 Jun 2022 14:52:18 +0000",English,,English,Man,Google Pixel 6 Pro,2815,67,shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,user_b4f02719-1526-472e-82ab-f02cb73f3015,joy,"Tue, 02 Aug 2022 04:11:34 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,29776,2815,/final/chunkh.wav,five special guest treasures,shout-data\shout-data\shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb\final\chunkh.wav
150,user_a7ee909a-815d-4073-8781-79aaccfe3f09,25-39,t,t,1646908109,"Thu, 10 Mar 2022 10:28:29 +0000",English,,English,Woman,iPhone 12,1346,150,shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9.wav,user_a7ee909a-815d-4073-8781-79aaccfe3f09,neutral,"Tue, 02 Aug 2022 04:12:27 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9.wav,18729,1346,/final/chunk21.wav,wolf ring lights are fantastic,shout-data\shout-data\shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9\final\chunk21.wav
67,user_b4f02719-1526-472e-82ab-f02cb73f3015,40-60,t,t,1654354338,"Sat, 04 Jun 2022 14:52:18 +0000",English,,English,Man,Google Pixel 6 Pro,2815,67,shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,user_b4f02719-1526-472e-82ab-f02cb73f3015,joy,"Tue, 02 Aug 2022 04:11:34 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb.wav,29777,2815,/final/chunki.wav,five special guest treasures,shout-data\shout-data\shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb\final\chunki.wav
152,user_49132191-7337-4529-83c6-c34dd6a9e829,60 and over,t,t,1651589415,"Tue, 03 May 2022 14:50:15 +0000",English,,English,Woman,iPhone 13,862,152,shout_data_a3ba31d6-cd6e-4eec-b824-b1516e0cf982.wav,user_49132191-7337-4529-83c6-c34dd6a9e829,neutral,"Tue, 02 Aug 2022 04:23:33 +0000",Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_a3ba31d6-cd6e-4eec-b824-b1516e0cf982.wav,29778,862,/final/chunk81.wav,hungry action hippos fruit,shout-data\shout-data\shout_data_a3ba31d6-cd6e-4eec-b824-b1516e0cf982\final\chunk81.wav
75,user_284899e4-9d8f-4fd8-be54-cd436ddc2743,25-39,t,t,1649875398,"Wed, 13 Apr 2022 18:43:18 +0000",English,,English,Woman,iPhone,40,75,shout_data_adb64d3f-1330-4771-b500-72a6dcd87db8.wav,user_284899e4-9d8f-4fd8-be54-cd436ddc2743,neutral,"Tue, 02 Aug 2022 04:24:28 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_adb64d3f-1330-4771-b500-72a6dcd87db8.wav,29779,40,/final/chunk20.wav,hungry action hippos fruit,shout-data\shout-data\shout_data_adb64d3f-1330-4771-b500-72a6dcd87db8\final\chunk20.wav
150,user_a7ee909a-815d-4073-8781-79aaccfe3f09,25-39,t,t,1646908109,"Thu, 10 Mar 2022 10:28:29 +0000",English,,English,Woman,iPhone 12,1346,150,shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9.wav,user_a7ee909a-815d-4073-8781-79aaccfe3f09,neutral,"Tue, 02 Aug 2022 04:12:27 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9.wav,18731,1346,/final/chunk31.wav,wolf ring lights are fantastic,shout-data\shout-data\shout_data_10ebbf6b-c075-4c68-9114-aec6a0d27fb9\final\chunk31.wav
141,user_956835f0-240f-48c0-8746-5f9aeae17f60,40-60,t,t,1654095314,"Wed, 01 Jun 2022 14:55:14 +0000",english,,english,Woman,iphone 11,844,141,shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051.wav,user_956835f0-240f-48c0-8746-5f9aeae17f60,surprise,"Tue, 02 Aug 2022 04:14:08 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051.wav,18736,844,/final/chunk10.wav,birds make new jingles,shout-data\shout-data\shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051\final\chunk10.wav
141,user_956835f0-240f-48c0-8746-5f9aeae17f60,40-60,t,t,1654095314,"Wed, 01 Jun 2022 14:55:14 +0000",english,,english,Woman,iphone 11,844,141,shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051.wav,user_956835f0-240f-48c0-8746-5f9aeae17f60,surprise,"Tue, 02 Aug 2022 04:14:08 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051.wav,18737,844,/final/chunk11.wav,birds make new jingles,shout-data\shout-data\shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051\final\chunk11.wav
141,user_956835f0-240f-48c0-8746-5f9aeae17f60,40-60,t,t,1654095314,"Wed, 01 Jun 2022 14:55:14 +0000",english,,english,Woman,iphone 11,844,141,shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051.wav,user_956835f0-240f-48c0-8746-5f9aeae17f60,surprise,"Tue, 02 Aug 2022 04:14:08 +0000",Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051.wav,18738,844,/final/chunk12.wav,birds make new jingles,shout-data\shout-data\shout_data_28492b1e-a9ff-42fc-801f-75a79fde2051\final\chunk12.wav
124,user_55e53fee-cd3b-4536-87fa-767cd2ca0594,60 and over,t,t,1654979340,"Sat, 11 Jun 2022 20:29:00 +0000",english,,english,Man,microsoft surface,487,124,shout_data_74cd50fa-eb3c-49f4-9900-811d880c461f.wav,user_55e53fee-cd3b-4536-87fa-767cd2ca0594,joy,"Tue, 02 Aug 2022 04:20:06 +0000",Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_74cd50fa-eb3c-49f4-9900-811d880c461f.wav,18739,487,/final/chunk10.wav,birds make new jingles,shout-data\shout-data\shout_data_74cd50fa-eb3c-49f4-9900-811d880c461f\final\chunk10.wav
124,user_55e53fee-cd3b-4536-87fa-767cd2ca0594,60 and over,t,t,1654979340,"Sat, 11 Jun 2022 20:29:00 +0000",english,,english,Man,microsoft surface,487,124,shout_data_74cd50fa-eb3c-49f4-9900-811d880c461f.wav,user_55e53fee-cd3b-4536-87fa-767cd2ca0594,joy,"Tue, 02 Aug 2022 04:20:06 +0000",Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_74cd50fa-eb3c-49f4-9900-811d880c461f.wav,18740,487,/final/chunk11.wav,birds make new jingles,shout-data\shout-data\shout_data_74cd50fa-eb3c-49f4-9900-811d880c461f\final\chunk11.wav
124,user_55e53fee-cd3b-4536-87fa-767cd2ca0594,60 and over,t,t,1654979340,"Sat, 11 Jun 2022 20:29:00 +0000",english,,english,Man,microsoft surface,487,124,shout_data_74cd50fa-eb3c-49f4-9900-811d880c461f.wav,user_55e53fee-cd3b-4536-87fa-767cd2ca0594,joy,"Tue, 02 Aug 2022 04:20:06 +0000",Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_74cd50fa-eb3c-49f4-9900-811d880c461f.wav,18741,487,/final/chunk12.wav,birds make new jingles,shout-data\shout-data\shout_data_74cd50fa-eb3c-49f4-9900-811d880c461f\final\chunk12.wav
57,user_776c8b71-7583-450f-94e5-8279084950e3,40-60,t,t,1650666411,"Fri, 22 Apr 2022 22:26:51 +0000",English,,English,Man,iPhone 7+,157,57,shout_data_e1cc1e5a-8b44-4073-918a-29a08a2bef3a.wav,user_776c8b71-7583-450f-94e5-8279084950e3,anger,"Tue, 02 Aug 2022 04:28:42 +0000",Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_e1cc1e5a-8b44-4073-918a-29a08a2bef3a.wav,29780,157,/final/chunk21.wav,thunder break craze,shout-data\shout-data\shout_data_e1cc1e5a-8b44-4073-918a-29a08a2bef3a\final\chunk21.wav
57,user_776c8b71-7583-450f-94e5-8279084950e3,40-60,t,t,1650666411,"Fri, 22 Apr 2022 22:26:51 +0000",English,,English,Man,iPhone 7+,1198,57,shout_data_f25bf614-fa0c-432b-b80f-a1be2bac729d.wav,user_776c8b71-7583-450f-94e5-8279084950e3,joy,"Tue, 02 Aug 2022 04:29:58 +0000",Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_f25bf614-fa0c-432b-b80f-a1be2bac729d.wav,29781,1198,/final/chunk30.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_f25bf614-fa0c-432b-b80f-a1be2bac729d\final\chunk30.wav
57,user_776c8b71-7583-450f-94e5-8279084950e3,40-60,t,t,1650666411,"Fri, 22 Apr 2022 22:26:51 +0000",English,,English,Man,iPhone 7+,1198,57,shout_data_f25bf614-fa0c-432b-b80f-a1be2bac729d.wav,user_776c8b71-7583-450f-94e5-8279084950e3,joy,"Tue, 02 Aug 2022 04:29:58 +0000",Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_f25bf614-fa0c-432b-b80f-a1be2bac729d.wav,29782,1198,/final/chunk40.wav,snow meteor down the chimney,shout-data\shout-data\shout_data_f25bf614-fa0c-432b-b80f-a1be2bac729d\final\chunk40.wav
12,user_dc82d064-aaa1-4305-8453-48a33bec8d8f,18-24,t,t,1656356063,"Mon, 27 Jun 2022 18:54:23 +0000",English,,English,Non-Binary,iPhone SE,1441,12,shout_data_456d6828-e2df-42fe-8dfb-4f29aa9c8d63.wav,user_dc82d064-aaa1-4305-8453-48a33bec8d8f,neutral,"Tue, 02 Aug 2022 04:16:35 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_456d6828-e2df-42fe-8dfb-4f29aa9c8d63.wav,18760,1441,/final/chunk00.wav,fluffy baseboard yogurt division,shout-data\shout-data\shout_data_456d6828-e2df-42fe-8dfb-4f29aa9c8d63\final\chunk00.wav
12,user_dc82d064-aaa1-4305-8453-48a33bec8d8f,18-24,t,t,1656356063,"Mon, 27 Jun 2022 18:54:23 +0000",English,,English,Non-Binary,iPhone SE,1441,12,shout_data_456d6828-e2df-42fe-8dfb-4f29aa9c8d63.wav,user_dc82d064-aaa1-4305-8453-48a33bec8d8f,neutral,"Tue, 02 Aug 2022 04:16:35 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_456d6828-e2df-42fe-8dfb-4f29aa9c8d63.wav,18761,1441,/final/chunk21.wav,fluffy baseboard yogurt division,shout-data\shout-data\shout_data_456d6828-e2df-42fe-8dfb-4f29aa9c8d63\final\chunk21.wav
